frame.encap_type,frame.len,frame.number,frame.time,frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,radiotap.channel.flags.cck,radiotap.channel.flags.ofdm,radiotap.channel.freq,radiotap.dbm_antsignal,radiotap.length,radiotap.present.tsft,radiotap.rxflags,radiotap.timestamp.ts,wlan.duration,wlan.fc.ds,wlan.fc.frag,wlan.fc.order,wlan.fc.moredata,wlan.fc.protected,wlan.fc.pwrmgt,wlan.fc.type,wlan.fc.retry,wlan.fc.subtype,wlan.ra,wlan_radio.duration,wlan_radio.channel,wlan_radio.data_rate,wlan_radio.frequency,wlan_radio.signal_dbm,wlan_radio.phy,Label
23.0,1602.0,2174927.0,Dec 15- 2020 23:03:55.479321000 GTB Standard Time,4e-06,4e-06,1608066235.0,573.473683,0.0,1.0,5180.0,-145,64.0,0-0-0,0x00000000,3873950752.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5a:d5:e5:2e:bb:f2,229.0,36.0,65.0,5180.0,-47.0,8.0,Evil_Twin
23.0,104.0,1417901.0,Dec 10- 2020 22:02:35.745181000 GTB Standard Time,0.00072,0.00072,1607630556.0,582.816939,1.0,0.0,2417.0,-149,56.0,1-0-0,0x00000000,1649297720.0,314.0,0x00000000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,a4:b1:c1:91:4c:72,576.0,2.0,1.0,2417.0,-48.0,4.0,Krack
23.0,88.0,16688.0,Dec 18- 2020 18:43:57.713970000 GTB Standard Time,0.000144,0.000144,1608309837.71397,160.452364,0.0,1.0,5180.0,-36-41-36,56.0,1-0-0,0x00000000,2388283998.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,a4:b1:c1:91:4c:72,32.0,36.0,24.0,5180.0,-36.0,5.0,Normal
23.0,263.0,1825140.0,Dec 18- 2020 20:42:50.697402000 GTB Standard Time,0.000307,0.000307,1608316971.0,568.724539,0.0,1.0,5180.0,-121,56.0,1-0-0,0x00000000,931251530.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,300.0,36.0,6.0,5180.0,-39.0,5.0,RogueAP
23.0,170.0,1324472.0,Dec 10- 2020 22:01:04.971201000 GTB Standard Time,0.000668,0.000668,1607630465.0,492.042959,1.0,0.0,2417.0,-177,56.0,1-0-0,0x00000000,1558524877.0,314.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,648.0,2.0,2.0,2417.0,-59.0,4.0,Krack
23.0,86.0,1118503.0,Dec 18- 2020 17:50:14.075630000 GTB Standard Time,0.002252,0.002252,1608306614.0,435.59303,0.0,1.0,5180.0,-127,56.0,1-0-0,0x00000000,3459649099.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-43.0,5.0,Deauth
23.0,183.0,1499992.0,Dec 22- 2020 17:44:06.132972000 GTB Standard Time,3e-06,3e-06,1608651846.0,428.504593,0.0,1.0,5180.0,-115,64.0,0-0-0,0x00000000,3429770938.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,173.333,5180.0,-38.0,8.0,SQL_Injection
23.0,94.0,1220124.0,Dec 18- 2020 19:16:37.233796000 GTB Standard Time,0.013586,0.013586,1608311797.0,445.194536,0.0,1.0,5180.0,-121,56.0,1-0-0,0x00000000,52814491.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0c:9d:92:54:fe:34,76.0,36.0,6.0,5180.0,-40.0,5.0,(Re)Assoc
23.0,86.0,1876365.0,Dec 26- 2020 21:04:17.883570000 GTB Standard Time,8.1e-05,8.1e-05,1609009458.0,459.059097,0.0,1.0,5180.0,-111,56.0,1-0-0,0x00000000,4220926128.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-36.0,5.0,Kr00k
23.0,70.0,632306.0,Dec 13- 2020 21:16:31.499158000 GTB Standard Time,5e-06,5e-06,1607886991.0,293.152134,0.0,1.0,5180.0,-165,56.0,1-0-0,0x00000000,1983687741.0,114.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0c:9d:92:54:fe:34,28.0,36.0,24.0,5180.0,-55.0,5.0,Normal
23.0,298.0,1296585.0,Dec 10- 2020 22:00:48.462094000 GTB Standard Time,0.003864,0.003864,1607630448.0,475.533852,0.0,0.0,2417.0,-177,56.0,0-0-0,0x00000000,1542012771.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,344.0,2.0,6.5,2417.0,-59.0,7.0,Krack
23.0,1618.0,2033480.0,Dec 15- 2020 15:29:28.442003000 GTB Standard Time,2e-06,2e-06,1608038968.0,575.538168,0.0,1.0,5180.0,-105,64.0,0-0-0,0x00000000,87785905.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,94:e9:79:82:c5:77,275.0,36.0,52.0,5180.0,-34.0,8.0,Malware
23.0,170.0,2132920.0,Dec 15- 2020 21:36:24.420799000 EET,2e-06,2e-06,1608060984.0,556.267721,0.0,1.0,5180.0,-164,64.0,0-0-0,0x00000000,2917925509.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,156.0,5180.0,-54.0,8.0,Website_spoofing
23.0,86.0,1550677.0,Dec 18- 2020 17:52:36.707787000 GTB Standard Time,0.002373,0.002373,1608306757.0,578.225187,0.0,1.0,5180.0,-125,56.0,1-0-0,0x00000000,3602279636.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-41.0,5.0,Deauth
23.0,86.0,1709229.0,Dec 18- 2020 18:49:38.429529000 GTB Standard Time,0.000109,0.000109,1608310178.0,501.167923,0.0,1.0,5180.0,-120,56.0,1-0-0,0x00000000,2728995724.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-39.0,5.0,Disas
23.0,1618.0,1198651.0,Dec 15- 2020 15:26:46.115119000 GTB Standard Time,2e-06,2e-06,1608038806.0,413.211284,0.0,1.0,5180.0,-177,64.0,0-0-0,0x00000000,4220429679.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,111.0,36.0,173.333,5180.0,-57.0,8.0,Malware
23.0,1602.0,2072292.0,Dec 15- 2020 23:03:28.274129000 GTB Standard Time,2e-06,2e-06,1608066208.0,546.268491,0.0,1.0,5180.0,-149,64.0,0-0-0,0x00000000,3846745947.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,145.0,36.0,117.0,5180.0,-49.0,8.0,Evil_Twin
23.0,164.0,1378336.0,Dec 15- 2020 21:34:55.877211000 EET,1e-06,1e-06,1608060896.0,467.724133,0.0,1.0,5180.0,-163,64.0,0-0-0,0x00000000,2829382776.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,44.0,36.0,173.333,5180.0,-54.0,8.0,Website_spoofing
23.0,100.0,1147011.0,Dec 18- 2020 19:16:15.033073000 GTB Standard Time,0.000129,0.000129,1608311775.0,422.993813,0.0,1.0,5180.0,-142,56.0,1-0-0,0x00000000,30614042.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0c:9d:92:54:fe:34,84.0,36.0,6.0,5180.0,-47.0,5.0,(Re)Assoc
23.0,170.0,3072400.0,Dec 13- 2020 21:23:55.026010000 GTB Standard Time,4e-06,4e-06,1607887435.0,736.678986,0.0,1.0,5180.0,-94,64.0,0-0-0,0x00000000,2427209149.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,44.0,36.0,173.333,5180.0,-29.0,8.0,Botnet
23.0,76.0,1800950.0,Dec 13- 2020 21:19:43.750427000 GTB Standard Time,0.000115,0.000115,1607887184.0,485.403403,0.0,1.0,5180.0,-96,56.0,1-0-0,0x00000000,2175936683.0,158.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,a4:b1:c1:91:4c:72,28.0,36.0,24.0,5180.0,-30.0,5.0,Normal
23.0,86.0,1917680.0,Dec 26- 2020 21:04:22.424710000 GTB Standard Time,8.1e-05,8.1e-05,1609009462.0,463.600237,0.0,1.0,5180.0,-111,56.0,1-0-0,0x00000000,4225467219.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-36.0,5.0,Kr00k
23.0,263.0,1457437.0,Dec 18- 2020 20:41:28.260751000 GTB Standard Time,0.00053,0.00053,1608316888.0,486.287888,0.0,1.0,5180.0,-123,56.0,1-0-0,0x00000000,848815804.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,300.0,36.0,6.0,5180.0,-40.0,5.0,RogueAP
23.0,86.0,1524816.0,Dec 18- 2020 17:52:15.145822000 GTB Standard Time,0.003401,0.003401,1608306735.0,556.663222,0.0,1.0,5180.0,-129,56.0,1-0-0,0x00000000,3580717949.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,ff:ff:ff:ff:ff:ff,64.0,36.0,6.0,5180.0,-43.0,5.0,Deauth
23.0,86.0,1862101.0,Dec 18- 2020 18:50:04.105385000 GTB Standard Time,0.000174,0.000174,1608310204.0,526.843779,0.0,1.0,5180.0,-106,56.0,1-0-0,0x00000000,2754671229.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,00:c0:ca:a8:29:56,64.0,36.0,6.0,5180.0,-34.0,5.0,Disas
23.0,170.0,1294264.0,Dec 15- 2020 15:27:07.084264000 GTB Standard Time,2e-06,2e-06,1608038827.0,434.180429,0.0,1.0,5180.0,-172,64.0,0-0-0,0x00000000,4241399076.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,156.0,5180.0,-56.0,8.0,Malware
23.0,259.0,1365031.0,Dec 10- 2020 22:01:28.008006000 GTB Standard Time,0.006339,0.006339,1607630488.0,515.079764,0.0,0.0,2417.0,-179,56.0,0-0-0,0x00000000,1581558048.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,296.0,2.0,6.5,2417.0,-61.0,7.0,Krack
23.0,1550.0,522338.0,Dec 18- 2020 19:14:07.942225000 GTB Standard Time,0.000184,0.000184,1608311647.942225,295.902965,0.0,1.0,5180.0,-36-41-36,64.0,0-0-0,0x00000000,4198491829.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,a4:b1:c1:91:4c:72,108.0,36.0,173.333,5180.0,-36.0,8.0,Normal
23.0,1602.0,2000273.0,Dec 15- 2020 23:03:14.859859000 GTB Standard Time,2e-06,2e-06,1608066195.0,532.854221,0.0,1.0,5180.0,-134,64.0,0-0-0,0x00000000,3833331848.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5a:d5:e5:2e:bb:f2,276.0,36.0,52.0,5180.0,-44.0,8.0,Evil_Twin
23.0,198.0,1363613.0,Dec 10- 2020 22:01:26.304649000 GTB Standard Time,2e-06,2e-06,1607630486.0,513.376407,0.0,0.0,2417.0,-178,56.0,0-0-0,0x00000000,1579854726.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,224.0,2.0,6.5,2417.0,-60.0,7.0,Krack
23.0,260.0,2063770.0,Dec 15- 2020 15:29:34.385313000 GTB Standard Time,0.000809,0.000809,1608038974.0,581.481478,0.0,1.0,5180.0,-226,64.0,0-0-0,0x00000000,93730404.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:34,70.0,36.0,52.0,5180.0,-75.0,8.0,Malware
23.0,154.0,2665701.0,Dec 15- 2020 23:05:06.968494000 GTB Standard Time,2e-06,2e-06,1608066307.0,644.962856,0.0,1.0,5180.0,-205,64.0,0-0-0,0x00000000,3945439576.0,48.0,0x00000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:35,46.0,36.0,117.0,5180.0,-71.0,8.0,Evil_Twin
23.0,86.0,1523148.0,Dec 18- 2020 17:52:13.413945000 GTB Standard Time,0.002285,0.002285,1608306733.0,554.931345,0.0,1.0,5180.0,-127,56.0,1-0-0,0x00000000,3578986061.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-41.0,5.0,Deauth
23.0,154.0,2132606.0,Dec 15- 2020 23:03:49.384583000 GTB Standard Time,1e-06,1e-06,1608066229.0,567.378945,0.0,1.0,5180.0,-169,64.0,0-0-0,0x00000000,3867856783.0,48.0,0x00000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:35,47.0,36.0,104.0,5180.0,-54.0,8.0,Evil_Twin
23.0,158.0,2092915.0,Dec 15- 2020 21:36:20.420919000 EET,3e-06,3e-06,1608060980.0,552.267841,0.0,1.0,5180.0,-180,64.0,0-0-0,0x00000000,2913925700.0,69.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,130.0,5180.0,-62.0,8.0,Website_spoofing
23.0,175.0,2888123.0,Dec 13- 2020 21:23:25.054116000 GTB Standard Time,0.000118,0.000118,1607887405.0,706.707092,0.0,1.0,5180.0,-96,64.0,0-0-0,0x00000000,2397237609.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,50:3e:aa:e4:01:93,45.0,36.0,173.333,5180.0,-30.0,8.0,Botnet
23.0,1602.0,2665614.0,Dec 15- 2020 23:05:06.960411000 GTB Standard Time,4e-06,4e-06,1608066307.0,644.954773,0.0,1.0,5180.0,-146,64.0,0-0-0,0x00000000,3945430993.0,46.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,145.0,36.0,117.0,5180.0,-48.0,8.0,Evil_Twin
23.0,263.0,1298675.0,Dec 18- 2020 20:40:51.089748000 GTB Standard Time,0.000325,0.000325,1608316851.0,449.116885,0.0,1.0,5180.0,-123,56.0,1-0-0,0x00000000,811645174.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,300.0,36.0,6.0,5180.0,-41.0,5.0,RogueAP
23.0,100.0,1191059.0,Dec 18- 2020 19:16:25.311248000 GTB Standard Time,0.000118,0.000118,1608311785.0,433.271988,0.0,1.0,5180.0,-142.0,56.0,1-0-0,0x00000000,40892102.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0c:9d:92:54:fe:34,84.0,36.0,6.0,5180.0,-48.0,5.0,(Re)Assoc
23.0,86.0,1862918.0,Dec 18- 2020 18:50:04.931609000 GTB Standard Time,0.000107,0.000107,1608310205.0,527.670003,0.0,1.0,5180.0,-152,56.0,1-0-0,0x00000000,2755497474.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-58.0,5.0,Disas
23.0,86.0,2580328.0,Dec 26- 2020 21:05:37.443458000 GTB Standard Time,0.000115,0.000115,1609009537.0,538.618985,0.0,1.0,5180.0,-111,56.0,1-0-0,0x00000000,5517793.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-36.0,5.0,Kr00k
23.0,1602.0,2007241.0,Dec 15- 2020 23:03:16.155376000 GTB Standard Time,4e-06,4e-06,1608066196.0,534.149738,0.0,1.0,5180.0,-143,64.0,0-0-0,0x00000000,3834627431.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5a:d5:e5:2e:bb:f2,250.0,36.0,58.5,5180.0,-47.0,8.0,Evil_Twin
23.0,1602.0,1849863.0,Dec 15- 2020 23:02:53.677792000 GTB Standard Time,6e-06,6e-06,1608066174.0,511.672154,0.0,1.0,5180.0,-145,64.0,0-0-0,0x00000000,3812150090.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5a:d5:e5:2e:bb:f2,250.0,36.0,58.5,5180.0,-48.0,8.0,Evil_Twin
23.0,86.0,1979711.0,Dec 18- 2020 18:50:59.069963000 GTB Standard Time,0.001519,0.001519,1608310259.0,581.808357,0.0,1.0,5180.0,-144,56.0,1-0-0,0x00000000,2809635203.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-52.0,5.0,Disas
23.0,1610.0,52504.0,Dec 26- 2020 20:59:51.249542000 GTB Standard Time,0.000281,0.000281,1609009191.249542,192.425069,0.0,1.0,5180.0,-36-38-36,64.0,0-0-0,0x00000000,3954295023.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,a4:b1:c1:91:4c:72,111.0,36.0,173.333,5180.0,-36.0,8.0,Normal
23.0,1602.0,2117304.0,Dec 15- 2020 23:03:39.006575000 GTB Standard Time,0.000768,0.000768,1608066219.0,557.000937,0.0,1.0,5180.0,-134,64.0,0-0-0,0x00000000,3857478366.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,5a:d5:e5:2e:bb:f2,355.0,36.0,39.0,5180.0,-44.0,8.0,Evil_Twin
23.0,76.0,1131156.0,Dec 18- 2020 20:39:51.098127000 GTB Standard Time,0.002373,0.002373,1608316791.098127,389.125264,0.0,1.0,5180.0,-54-57-54,56.0,1-0-0,0x00000000,751654516.0,163.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0c:9d:92:54:fe:34,28.0,36.0,24.0,5180.0,-54.0,5.0,Normal
23.0,150.0,1300933.0,Dec 10- 2020 22:00:52.564741000 GTB Standard Time,5e-06,5e-06,1607630453.0,479.636499,0.0,0.0,2417.0,-175,56.0,0-0-0,0x00000000,1546116073.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:be:30,160.0,2.0,6.5,2417.0,-58.0,7.0,Krack
23.0,94.0,1577015.0,Dec 18- 2020 19:18:09.747927000 GTB Standard Time,0.000926,0.000926,1608311890.0,537.708667,0.0,1.0,5180.0,-120,56.0,1-0-0,0x00000000,145327577.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0c:9d:92:54:fe:34,76.0,36.0,6.0,5180.0,-39.0,5.0,(Re)Assoc
23.0,1602.0,2656645.0,Dec 15- 2020 23:05:05.839961000 GTB Standard Time,3e-06,3e-06,1608066306.0,643.834323,0.0,1.0,5180.0,-151,64.0,0-0-0,0x00000000,3944310486.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,118.0,36.0,156.0,5180.0,-49.0,8.0,Evil_Twin
23.0,86.0,1292578.0,Dec 18- 2020 17:51:05.265589000 GTB Standard Time,0.000302,0.000302,1608306665.0,486.782989,0.0,1.0,5180.0,-125,56.0,1-0-0,0x00000000,3510838480.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,50:3e:aa:e4:01:93,64.0,36.0,6.0,5180.0,-41.0,5.0,Deauth
23.0,86.0,1449790.0,Dec 18- 2020 17:51:46.786680000 GTB Standard Time,0.003425,0.003425,1608306707.0,528.30408,0.0,1.0,5180.0,-124,56.0,1-0-0,0x00000000,3552359082.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,00:c0:ca:a8:29:56,64.0,36.0,6.0,5180.0,-42.0,5.0,Deauth
23.0,162.0,2343719.0,Dec 13- 2020 21:21:31.458933000 GTB Standard Time,7e-05,7e-05,1607887291.0,593.111909,0.0,1.0,5180.0,-168,56.0,0-0-0,0x00000000,2283643840.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,44.0,36.0,173.333,5180.0,-56.0,8.0,Botnet
23.0,301.0,1793653.0,Dec 18- 2020 19:19:04.998646000 GTB Standard Time,0.017694,0.017694,1608311945.0,592.959386,0.0,1.0,5180.0,-120,56.0,1-0-0,0x00000000,200577368.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,352.0,36.0,6.0,5180.0,-39.0,5.0,(Re)Assoc
23.0,1602.0,2352469.0,Dec 15- 2020 23:04:16.038743000 GTB Standard Time,0.000795,0.000795,1608066256.0,594.033105,0.0,1.0,5180.0,-142,64.0,0-0-0,0x00000000,3894509962.0,46.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,145.0,36.0,117.0,5180.0,-46.0,8.0,Evil_Twin
23.0,94.0,1219142.0,Dec 18- 2020 19:16:35.523472000 GTB Standard Time,0.004064,0.004064,1608311796.0,443.484212,0.0,1.0,5180.0,-118,56.0,1-0-0,0x00000000,51104152.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0c:9d:92:54:fe:34,76.0,36.0,6.0,5180.0,-39.0,5.0,(Re)Assoc
23.0,1602.0,2341952.0,Dec 15- 2020 23:04:14.854961000 GTB Standard Time,9e-06,9e-06,1608066255.0,592.849323,0.0,1.0,5180.0,-140,64.0,0-0-0,0x00000000,3893326168.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,145.0,36.0,117.0,5180.0,-45.0,8.0,Evil_Twin
23.0,170.0,2308289.0,Dec 22- 2020 17:46:03.574471000 GTB Standard Time,7.7e-05,7.7e-05,1608651964.0,545.946092,0.0,1.0,5180.0,-113,64.0,0-0-0,0x00000000,3547210960.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,44.0,36.0,173.333,5180.0,-36.0,8.0,SQL_Injection
23.0,86.0,1511776.0,Dec 18- 2020 17:52:04.733822000 GTB Standard Time,0.000105,0.000105,1608306725.0,546.251222,0.0,1.0,5180.0,-142,56.0,1-0-0,0x00000000,3570306082.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-50.0,5.0,Deauth
23.0,86.0,1539352.0,Dec 18- 2020 17:52:29.176768000 GTB Standard Time,0.003415,0.003415,1608306749.0,570.694168,0.0,1.0,5180.0,-132,56.0,1-0-0,0x00000000,3594748735.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,ff:ff:ff:ff:ff:ff,64.0,36.0,6.0,5180.0,-44.0,5.0,Deauth
23.0,263.0,1484756.0,Dec 18- 2020 20:41:40.548882000 GTB Standard Time,0.001894,0.001894,1608316901.0,498.576019,0.0,1.0,5180.0,-123,56.0,1-0-0,0x00000000,861103803.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,300.0,36.0,6.0,5180.0,-40.0,5.0,RogueAP
23.0,164.0,2658054.0,Dec 15- 2020 21:37:27.996365000 EET,0.000175,0.000175,1608061048.0,619.843287,0.0,1.0,5180.0,-106,64.0,0-0-0,0x00000000,2981500228.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,24:f5:a2:ea:86:c3,49.0,36.0,86.6667,5180.0,-36.0,8.0,Website_spoofing
23.0,164.0,2638813.0,Dec 15- 2020 21:37:25.774275000 EET,2e-06,2e-06,1608061046.0,617.621197,0.0,1.0,5180.0,-163,64.0,0-0-0,0x00000000,2979277928.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,156.0,5180.0,-54.0,8.0,Website_spoofing
23.0,1618.0,2171196.0,Dec 15- 2020 15:29:49.470374000 GTB Standard Time,2e-06,2e-06,1608038989.0,596.566539,0.0,1.0,5180.0,-104,64.0,0-0-0,0x00000000,108814636.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,50:3e:aa:e3:1f:be,119.0,36.0,156.0,5180.0,-34.0,8.0,Malware
23.0,298.0,1280753.0,Dec 10- 2020 22:00:34.170983000 GTB Standard Time,0.002606,0.002606,1607630434.0,461.242741,0.0,0.0,2417.0,-178,56.0,0-0-0,0x00000000,1527725209.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,344.0,2.0,6.5,2417.0,-59.0,7.0,Krack
23.0,1602.0,2659141.0,Dec 15- 2020 23:05:06.071889000 GTB Standard Time,2e-06,2e-06,1608066306.0,644.066251,0.0,1.0,5180.0,-153,64.0,0-0-0,0x00000000,3944542459.0,46.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,118.0,36.0,156.0,5180.0,-50.0,8.0,Evil_Twin
23.0,94.0,1426238.0,Dec 18- 2020 19:17:31.999919000 GTB Standard Time,0.000134,0.000134,1608311852.0,499.960659,0.0,1.0,5180.0,-120,56.0,1-0-0,0x00000000,107580034.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0c:9d:92:54:fe:34,76.0,36.0,6.0,5180.0,-39.0,5.0,(Re)Assoc
23.0,668.0,1910722.0,Dec 22- 2020 17:45:07.668920000 GTB Standard Time,8.2e-05,8.2e-05,1608651908.0,490.040541,0.0,1.0,5180.0,-116,56.0,0-0-0,0x00000000,3491306095.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,68.0,36.0,173.333,5180.0,-38.0,8.0,SQL_Injection
23.0,295.0,1507404.0,Dec 22- 2020 17:44:07.885688000 GTB Standard Time,0.000129,0.000129,1608651848.0,430.257309,0.0,1.0,5180.0,-111,64.0,0-0-0,0x00000000,3431523573.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,50.0,36.0,173.333,5180.0,-36.0,8.0,SQL_Injection
23.0,162.0,1333320.0,Dec 10- 2020 22:01:08.737001000 GTB Standard Time,3e-06,3e-06,1607630469.0,495.808759,0.0,0.0,2417.0,-176,56.0,0-0-0,0x00000000,1562287280.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,176.0,2.0,6.5,2417.0,-60.0,7.0,Krack
